sample_ID1	sample_ID2	Total_cM	Segment_Count
NA18516	NA19202	3.065	1
NA18516	NA19203	7.906	2
NA18516	NA19204	10.214	3
NA18516	NA19205	10.94	1
NA18516	NA19206	3.059	1
NA18516	NA19207	14.819	3
NA18516	NA19208	12.345	3
NA18516	NA19209	3.059	1
NA18516	NA19211	3.059	1
NA18516	NA19213	7.546	2
NA18516	NA19215	3.615	1
NA18516	NA19221	5.254	2
NA18516	NA19223	7.942	2
NA18516	NA19224	6.914	2
NA18516	NA19225	9.782	2
NA18516	NA19235	9.869	2
NA18516	NA19236	3.664	1
NA18516	NA19237	7.414	1
NA18516	NA19238	8.151	2
NA18516	NA19239	3.114	1
NA18516	NA19240	8.67	2
NA18516	NA19247	5.545	1
NA18516	NA19248	2.364	1
NA18516	NA19249	4.983	1
NA18516	NA19256	8.335	2
NA18516	NA19257	7.396	1
NA18516	NA19258	5.06	1
NA18517	NA18486	9.332	2
NA18517	NA18498	7.389	1
NA18517	NA18501	3.827	1
NA18517	NA18506	4.018	1
NA18517	NA18518	7.731	1
NA18517	NA18859	7.569	2
NA18517	NA18861	5.546	1
NA18517	NA18862	3.078	1
NA18517	NA18867	9.063	2
NA18517	NA18873	9.536	3
NA18517	NA18874	5.102	2
NA18517	NA18878	7.663	1
NA18517	NA18879	9.573	2
NA18517	NA18881	3.106	1
NA18517	NA18906	7.395	1
NA18517	NA18913	6.381	2
NA18517	NA18917	6.534	1
NA18517	NA18924	7.591	2
NA18517	NA18925	7.591	2
NA18517	NA19092	2.686	1
NA18517	NA19093	5.546	1
NA18517	NA19096	8.596	2
NA18517	NA19097	11.687	2
NA18517	NA19098	4.363	1
NA18517	NA19100	14.964	2
NA18517	NA19101	5.554	1
NA18517	NA19109	11.687	2
NA18517	NA19113	11.686	2
NA18517	NA19116	4.537	2
NA18517	NA19117	9.572	2
NA18517	NA19118	6.549	1
NA18517	NA19120	16.814	3
NA18517	NA19123	12.775	2
NA18517	NA19128	4.974	1
NA18517	NA19129	6.888	1
NA18517	NA19130	4.974	1
NA18517	NA19131	2.623	1
NA18517	NA19132	6.534	1
NA18517	NA19137	5.059	1
NA18517	NA19142	15.937	3
NA18517	NA19143	7.902	2
NA18517	NA19144	9.373	2
NA18517	NA19148	4.027	1
NA18517	NA19149	11.928	3
NA18517	NA19150	2.356	1
NA18517	NA19151	7.737	1
NA18517	NA19154	8.269	2
NA18517	NA19159	9.064	2
NA18517	NA19161	14.965	2
NA18517	NA19173	7.66	1
NA18517	NA19174	11.686	2
NA18517	NA19175	9.32	1
NA18517	NA19185	6.558	2
NA18517	NA19186	10.937	1
NA18517	NA19199	3.059	1
NA18517	NA19200	3.495	1
NA18517	NA19201	6.536	1
NA18517	NA19202	8.142	2
NA18517	NA19205	7.66	1
NA18517	NA19206	10.935	1
NA18517	NA19207	10.937	1
NA18517	NA19213	3.617	1
NA18517	NA19214	12.607	2
NA18517	NA19221	6.51	2
NA18517	NA19224	7.414	1
NA18517	NA19225	5.04	1
NA18517	NA19226	8.949	2
NA18517	NA19236	8.244	2
NA18517	NA19237	13.346	2
NA18517	NA19238	5.04	1
NA18517	NA19240	11.687	2
NA18517	NA19248	2.355	1
NA18517	NA19249	4.974	1
NA18517	NA19256	13.737	3
NA18517	NA19257	3.08	1
NA18518	NA18486	4.026	1
NA18518	NA18501	8.053	2
NA18518	NA18506	11.184	2
NA18518	NA18520	600.275	161
NA18518	NA18861	4.359	1
NA18518	NA18878	6.473	1
NA18518	NA18917	4.97	1
NA18518	NA18924	2.675	1
NA18518	NA19097	7.659	1
NA18518	NA19100	7.391	1
NA18518	NA19117	5.543	1
NA18518	NA19129	10.919	2
NA18518	NA19143	4.359	1
NA18518	NA19148	4.487	1
NA18518	NA19150	7.114	2
NA18518	NA19174	7.656	1
NA18518	NA19186	7.731	1
NA18518	NA19201	4.357	1
NA18518	NA19206	6.359	2
NA18518	NA19213	3.617	1
NA18518	NA19225	3.85	1
NA18518	NA19237	7.731	1
NA18518	NA19249	5.518	1
NA18518	NA19256	3.174	1
NA18519	NA18517	4.433	1
NA18519	NA18518	632.906	182
NA18519	NA18855	2.038	1
NA18519	NA18873	2.516	1
NA18519	NA18874	2.974	1
NA18519	NA18877	3.936	1
NA18519	NA18906	2.492	1
NA18519	NA18909	2.492	1
NA18519	NA18911	2.178	1
NA18519	NA18935	2.038	1
NA18519	NA19096	2.071	1
NA18519	NA19097	2.071	1
NA18519	NA19100	6.94	2
NA18519	NA19113	2.082	1
NA18519	NA19131	2.073	1
NA18519	NA19132	2.073	1
NA18519	NA19150	2.489	1
NA18519	NA19173	4.027	1
NA18519	NA19197	4.441	1
NA18519	NA19202	2.472	1
NA18519	NA19206	2.495	1
NA18519	NA19221	3.943	1
NA18519	NA19236	2.492	1
NA18519	NA19237	2.492	1
NA18519	NA19238	5.074	1
NA18519	NA19256	2.085	1
NA18519	NA19257	2.492	1
NA18520	NA18486	4.025	1
NA18520	NA18498	2.626	1
NA18520	NA18501	4.439	1
NA18520	NA18506	8.598	2
NA18520	NA18854	4.671	1
NA18520	NA18878	2.626	1
NA18520	NA18917	4.025	1
NA18520	NA18924	4.025	1
NA18520	NA19097	4.025	1
NA18520	NA19100	4.026	1
NA18520	NA19117	4.025	1
NA18520	NA19129	2.024	1
NA18520	NA19143	4.025	1
NA18520	NA19148	4.025	1
NA18520	NA19174	4.025	1
NA18520	NA19186	4.026	1
NA18520	NA19206	3.522	1
NA18520	NA19213	4.025	1
NA18520	NA19237	8.482	2
NA18520	NA19249	12.009	3
NA18520	NA19256	4.025	1
NA18521	NA18486	7.304	2
NA18521	NA18487	11.56	2
NA18521	NA18498	3.477	1
NA18521	NA18499	12.493	3
NA18521	NA18501	3.614	1
NA18521	NA18502	5.517	1
NA18521	NA18506	13.354	2
NA18521	NA18507	5.695	1
NA18521	NA18517	11.687	2
NA18521	NA18518	7.656	1
NA18521	NA18520	4.025	1
NA18521	NA18853	4.553	1
NA18521	NA18859	6.094	2
NA18521	NA18860	2.071	1
NA18521	NA18861	4.361	1
NA18521	NA18862	3.096	1
NA18521	NA18865	9.589	2
NA18521	NA18867	9.072	2
NA18521	NA18872	8.313	2
NA18521	NA18873	6.518	2
NA18521	NA18874	15.871	4
NA18521	NA18877	6.401	2
NA18521	NA18878	13.434	2
NA18521	NA18879	9.804	2
NA18521	NA18881	8.538	2
NA18521	NA18906	7.413	1
NA18521	NA18909	4.975	1
NA18521	NA18911	15.27	3
NA18521	NA18913	6.382	2
NA18521	NA18916	7.615	2
NA18521	NA18917	9.002	2
NA18521	NA18923	8.829	2
NA18521	NA18924	6.382	2
NA18521	NA18925	11.426	2
NA18521	NA18930	4.977	1
NA18521	NA18935	6.543	1
NA18521	NA19093	7.62	2
NA18521	NA19096	5.033	1
NA18521	NA19097	11.9	2
NA18521	NA19098	10.072	2
NA18521	NA19100	17.184	3
NA18521	NA19101	9.469	2
NA18521	NA19109	11.687	2
NA18521	NA19113	14.791	3
NA18521	NA19116	2.366	1
NA18521	NA19117	9.583	2
NA18521	NA19118	6.473	1
NA18521	NA19120	14.976	2
NA18521	NA19123	13.62	2
NA18521	NA19128	4.975	1
NA18521	NA19129	6.963	1
NA18521	NA19130	13.455	3
NA18521	NA19131	4.432	1
NA18521	NA19132	9.996	2
NA18521	NA19137	9.221	2
NA18521	NA19142	19.038	4
NA18521	NA19143	8.406	2
NA18521	NA19144	16.839	4
NA18521	NA19148	9.714	2
NA18521	NA19149	11.082	3
NA18521	NA19150	5.834	2
NA18521	NA19151	17.721	4
NA18521	NA19154	12.753	3
NA18521	NA19159	5.042	1
NA18521	NA19161	13.355	2
NA18521	NA19173	16.714	3
NA18521	NA19174	13.743	3
NA18521	NA19175	13.353	2
NA18521	NA19185	3.152	1
NA18521	NA19186	15.103	2
NA18521	NA19197	3.3	1
NA18521	NA19198	6.485	1
NA18521	NA19199	6.359	2
NA18521	NA19201	7.153	2
NA18521	NA19202	5.259	2
NA18521	NA19205	5.559	1
NA18521	NA19206	8.017	2
NA18521	NA19207	5.565	1
NA18521	NA19213	7.642	2
NA18521	NA19214	4.026	1
NA18521	NA19221	7.097	2
NA18521	NA19224	7.879	1
NA18521	NA19225	7.74	1
NA18521	NA19236	4.819	1
NA18521	NA19237	15.103	2
NA18521	NA19238	7.284	2
NA18521	NA19240	13.353	2
NA18521	NA19248	11.345	3
NA18521	NA19249	11.695	2
NA18521	NA19256	7.2	2
NA18521	NA19257	3.099	1
NA18522	NA18485	8.708	2
NA18522	NA18487	7.248	2
NA18522	NA18497	4.685	1
NA18522	NA18499	4.364	1
NA18522	NA18500	4.825	1
NA18522	NA18505	7.522	2
NA18522	NA18506	7.69	2
NA18522	NA18517	4.683	1
NA18522	NA18518	4.679	1
NA18522	NA18521	432.313	129
NA18522	NA18853	4.262	1
NA18522	NA18854	4.025	1
NA18522	NA18856	2.494	1
NA18522	NA18861	4.681	1
NA18522	NA18862	3.096	1
NA18522	NA18863	4.7	1
NA18522	NA18865	4.701	1
NA18522	NA18867	4.683	1
NA18522	NA18868	6.648	2
NA18522	NA18870	4.025	1
NA18522	NA18872	3.91	1
NA18522	NA18873	2.492	1
NA18522	NA18874	6.109	2
NA18522	NA18875	7.729	2
NA18522	NA18877	2.375	1
NA18522	NA18878	4.683	1
NA18522	NA18879	4.701	1
NA18522	NA18881	5.802	2
NA18522	NA18906	4.7	1
NA18522	NA18909	4.683	1
NA18522	NA18911	4.362	1
NA18522	NA18913	6.387	2
NA18522	NA18914	2.752	1
NA18522	NA18916	7.614	2
NA18522	NA18917	4.686	1
NA18522	NA18923	2.357	1
NA18522	NA18924	2.356	1
NA18522	NA18925	2.356	1
NA18522	NA18930	4.366	1
NA18522	NA18935	4.692	1
NA18522	NA19093	4.366	1
NA18522	NA19094	8.391	2
NA18522	NA19095	7.871	2
NA18522	NA19096	8.704	2
NA18522	NA19097	4.819	1
NA18522	NA19098	4.7	1
NA18522	NA19099	3.175	1
NA18522	NA19100	4.75	1
NA18522	NA19101	4.686	1
NA18522	NA19103	3.072	1
NA18522	NA19107	4.683	1
NA18522	NA19108	4.682	1
NA18522	NA19109	4.683	1
NA18522	NA19113	7.743	2
NA18522	NA19114	4.677	1
NA18522	NA19115	7.73	2
NA18522	NA19116	2.366	1
NA18522	NA19117	9.571	2
NA18522	NA19118	6.378	2
NA18522	NA19119	4.683	1
NA18522	NA19120	8.722	2
NA18522	NA19121	11.188	3
NA18522	NA19122	4.029	1
NA18522	NA19123	7.289	2
NA18522	NA19127	2.364	1
NA18522	NA19128	4.683	1
NA18522	NA19129	3.91	1
NA18522	NA19130	4.7	1
NA18522	NA19132	4.7	1
NA18522	NA19137	4.819	1
NA18522	NA19138	4.686	1
NA18522	NA19139	4.819	1
NA18522	NA19140	6.411	2
NA18522	NA19141	4.693	1
NA18522	NA19142	8.738	2
NA18522	NA19143	4.701	1
NA18522	NA19144	7.304	2
NA18522	NA19145	5.653	2
NA18522	NA19146	11.977	3
NA18522	NA19148	4.026	1
NA18522	NA19149	11.087	3
NA18522	NA19150	5.834	2
NA18522	NA19151	14.743	4
NA18522	NA19152	4.683	1
NA18522	NA19154	8.279	2
NA18522	NA19159	3.019	1
NA18522	NA19160	4.819	1
NA18522	NA19161	8.718	2
NA18522	NA19171	6.122	2
NA18522	NA19172	3.05	1
NA18522	NA19173	8.314	2
NA18522	NA19174	7.972	2
NA18522	NA19175	4.37	1
NA18522	NA19176	4.692	1
NA18522	NA19177	4.357	1
NA18522	NA19184	4.749	1
NA18522	NA19185	3.152	1
NA18522	NA19186	4.82	1
NA18522	NA19189	8.905	2
NA18522	NA19190	4.261	1
NA18522	NA19191	7.09	2
NA18522	NA19197	4.026	1
NA18522	NA19199	3.059	1
NA18522	NA19201	4.37	1
NA18522	NA19202	3.065	1
NA18522	NA19203	8.403	2
NA18522	NA19204	2.373	1
NA18522	NA19205	4.695	1
NA18522	NA19206	3.059	1
NA18522	NA19207	4.702	1
NA18522	NA19208	4.382	1
NA18522	NA19209	3.059	1
NA18522	NA19211	7.085	2
NA18522	NA19213	2.753	1
NA18522	NA19214	2.495	1
NA18522	NA19215	5.214	2
NA18522	NA19221	7.106	2
NA18522	NA19223	4.692	1
NA18522	NA19224	4.821	1
NA18522	NA19225	4.683	1
NA18522	NA19235	4.693	1
NA18522	NA19236	9.605	2
NA18522	NA19237	9.446	2
NA18522	NA19238	10.957	3
NA18522	NA19239	3.279	1
NA18522	NA19240	8.709	2
NA18522	NA19247	4.682	1
NA18522	NA19248	2.364	1
NA18522	NA19249	4.692	1
NA18522	NA19256	8.054	2
NA18522	NA19257	3.099	1
NA18522	NA19258	4.683	1
NA18523	NA18485	5.485	2
NA18523	NA18486	3.471	1
NA18523	NA18487	3.062	1
NA18523	NA18497	7.663	1
NA18523	NA18499	7.468	2
NA18523	NA18505	5.69	1
NA18523	NA18507	3.159	1
NA18523	NA18515	7.874	1
NA18523	NA18517	10.218	2
NA18523	NA18518	7.731	1
NA18523	NA18521	419.431	120
NA18523	NA18522	6.766	2
NA18523	NA18859	2.068	1
NA18523	NA18860	2.071	1
NA18523	NA18861	3.06	1
NA18523	NA18862	10.428	3
NA18523	NA18863	9.626	2
NA18523	NA18865	2.356	1
NA18523	NA18872	2.423	1
NA18523	NA18873	2.356	1
NA18523	NA18874	8.066	2
NA18523	NA18875	10.487	2
NA18523	NA18877	4.435	2
NA18523	NA18879	3.062	1
NA18523	NA18881	3.075	1
NA18523	NA18906	7.405	1
NA18523	NA18907	3.375	1
NA18523	NA18909	5.485	2
NA18523	NA18911	7.484	2
NA18523	NA18912	3.035	1
NA18523	NA18913	6.793	2
NA18523	NA18917	6.1	2
NA18523	NA18923	5.828	2
NA18523	NA18924	9.329	3
NA18523	NA18925	2.356	1
NA18523	NA18930	5.751	2
NA18523	NA18933	7.743	1
NA18523	NA18935	5.556	1
NA18523	NA19093	8.759	3
NA18523	NA19094	4.427	2
NA18523	NA19095	10.995	2
NA18523	NA19096	3.058	1
NA18523	NA19097	7.661	1
NA18523	NA19098	3.062	1
NA18523	NA19099	3.062	1
NA18523	NA19100	7.396	1
NA18523	NA19101	7.621	2
NA18523	NA19103	5.142	2
NA18523	NA19107	10.724	2
NA18523	NA19108	5.382	1
NA18523	NA19109	17.838	3
NA18523	NA19113	10.765	2
NA18523	NA19114	10.183	2
NA18523	NA19115	10.753	2
NA18523	NA19116	2.366	1
NA18523	NA19117	5.975	2
NA18523	NA19119	4.779	2
NA18523	NA19120	5.556	1
NA18523	NA19121	3.561	1
NA18523	NA19122	6.474	1
NA18523	NA19123	7.874	1
NA18523	NA19127	2.364	1
NA18523	NA19128	7.538	2
NA18523	NA19130	7.088	2
NA18523	NA19132	5.547	1
NA18523	NA19137	3.016	1
NA18523	NA19138	9.472	2
NA18523	NA19139	5.682	1
NA18523	NA19140	5.996	2
NA18523	NA19141	2.978	1
NA18523	NA19142	11.299	2
NA18523	NA19143	3.062	1
NA18523	NA19144	7.738	1
NA18523	NA19145	6.539	1
NA18523	NA19146	3.071	1
NA18523	NA19149	3.062	1
NA18523	NA19150	8.257	3
NA18523	NA19151	10.985	3
NA18523	NA19152	7.398	1
NA18523	NA19153	4.491	1
NA18523	NA19154	3.062	1
NA18523	NA19159	3.019	1
NA18523	NA19160	3.071	1
NA18523	NA19161	7.744	1
NA18523	NA19171	5.621	2
NA18523	NA19172	3.075	1
NA18523	NA19173	13.42	3
NA18523	NA19174	5.787	2
NA18523	NA19175	7.744	1
NA18523	NA19177	3.058	1
NA18523	NA19185	7.096	2
NA18523	NA19186	7.871	1
NA18523	NA19189	2.347	1
NA18523	NA19191	5.129	2
NA18523	NA19198	6.52	1
NA18523	NA19199	3.058	1
NA18523	NA19201	3.071	1
NA18523	NA19202	3.064	1
NA18523	NA19203	3.062	1
NA18523	NA19204	2.357	1
NA18523	NA19205	3.062	1
NA18523	NA19206	3.058	1
NA18523	NA19207	15.283	3
NA18523	NA19208	3.058	1
NA18523	NA19209	9.207	3
NA18523	NA19210	2.07	1
NA18523	NA19211	5.598	2
NA18523	NA19213	4.332	1
NA18523	NA19221	7.529	2
NA18523	NA19223	6.823	2
NA18523	NA19224	4.429	1
NA18523	NA19235	11.697	2
NA18523	NA19237	7.874	1
NA18523	NA19238	3.062	1
NA18523	NA19239	6.096	2
NA18523	NA19248	2.364	1
NA18523	NA19249	2.364	1
NA18523	NA19256	3.609	1
NA18523	NA19257	7.971	1
NA18523	NA19258	10.439	2
NA18852	NA18485	3.078	1
NA18852	NA18487	3.078	1
NA18852	NA18499	6.537	1
NA18852	NA18518	4.025	1
NA18852	NA18520	4.596	1
NA18852	NA18854	544.159	160
NA18852	NA18856	5.398	1
NA18852	NA18861	4.996	2
NA18852	NA18863	2.967	1
NA18852	NA18865	2.041	1
NA18852	NA18867	3.952	1
NA18852	NA18869	3.952	1
NA18852	NA18908	5.548	1
NA18852	NA18912	9.495	2
NA18852	NA18914	3.952	1
NA18852	NA18915	3.194	1
NA18852	NA19092	4.64	2
NA18852	NA19094	2.46	1
NA18852	NA19099	2.967	1
NA18852	NA19100	2.967	1
NA18852	NA19101	6.587	1
NA18852	NA19103	11.056	2
NA18852	NA19113	4.268	1
NA18852	NA19117	6.206	2
NA18852	NA19118	7.921	1
NA18852	NA19130	4.65	1
NA18852	NA19146	3.078	1
NA18852	NA19147	2.967	1
NA18852	NA19148	2.967	1
NA18852	NA19149	5.391	1
NA18852	NA19151	4.701	1
NA18852	NA19173	4.025	1
NA18852	NA19189	3.609	1
NA18852	NA19191	5.791	2
NA18852	NA19197	6.413	2
NA18852	NA19198	2.496	1
NA18852	NA19199	8.763	2
NA18852	NA19201	4.528	1
NA18852	NA19206	6.583	1
NA18852	NA19208	6.583	1
NA18852	NA19209	9.495	2
NA18852	NA19211	3.952	1
NA18852	NA19221	5.548	1
NA18852	NA19223	3.522	1
NA18852	NA19226	3.952	1
NA18852	NA19236	2.627	1
NA18852	NA19237	3.078	1
NA18852	NA19238	2.18	1
NA18852	NA19239	3.938	1
NA18852	NA19240	2.18	1
NA18852	NA19249	6.537	1
NA18852	NA19256	4.529	1
NA18853	NA18486	2.717	1
NA18853	NA18487	4.639	1
NA18853	NA18498	4.043	1
NA18853	NA18499	3.343	1
NA18853	NA18501	2.082	1
NA18853	NA18506	8.045	2
NA18853	NA18507	3.602	1
NA18853	NA18517	4.553	1
NA18853	NA18518	4.553	1
NA18853	NA18854	598.437	174
NA18853	NA18858	2.082	1
NA18853	NA18859	8.434	2
NA18853	NA18860	11.979	2
NA18853	NA18861	12.275	3
NA18853	NA18862	4.696	2
NA18853	NA18865	2.082	1
NA18853	NA18867	7.286	2
NA18853	NA18872	4.202	1
NA18853	NA18874	2.039	1
NA18853	NA18878	3.787	1
NA18853	NA18879	3.94	1
NA18853	NA18881	3.043	1
NA18853	NA18906	8.155	2
NA18853	NA18909	7.37	2
NA18853	NA18911	3.94	1
NA18853	NA18912	2.757	1
NA18853	NA18916	6.124	2
NA18853	NA18917	8.664	2
NA18853	NA18923	2.971	1
NA18853	NA18925	2.971	1
NA18853	NA18930	5.957	2
NA18853	NA18935	4.553	1
NA18853	NA19092	5.375	2
NA18853	NA19093	2.971	1
NA18853	NA19096	4.553	1
NA18853	NA19097	4.553	1
NA18853	NA19098	6.913	2
NA18853	NA19100	7.524	2
NA18853	NA19101	4.553	1
NA18853	NA19109	4.553	1
NA18853	NA19113	7.524	2
NA18853	NA19117	3.589	1
NA18853	NA19118	3.787	1
NA18853	NA19120	4.553	1
NA18853	NA19123	4.553	1
NA18853	NA19128	4.962	1
NA18853	NA19129	4.202	1
NA18853	NA19130	5.133	1
NA18853	NA19132	4.553	1
NA18853	NA19142	4.553	1
NA18853	NA19143	3.942	1
NA18853	NA19144	6.758	2
NA18853	NA19147	2.97	1
NA18853	NA19148	7.81	2
NA18853	NA19149	3.94	1
NA18853	NA19154	3.82	1
NA18853	NA19161	4.553	1
NA18853	NA19173	4.553	1
NA18853	NA19174	7.85	2
NA18853	NA19175	3.94	1
NA18853	NA19185	4.118	1
NA18853	NA19186	8.741	2
NA18853	NA19197	2.656	1
NA18853	NA19199	2.656	1
NA18853	NA19200	4.026	1
NA18853	NA19201	3.94	1
NA18853	NA19202	4.026	1
NA18853	NA19205	3.94	1
NA18853	NA19207	4.553	1
NA18853	NA19213	5.895	2
NA18853	NA19214	3.034	1
NA18853	NA19221	4.061	1
NA18853	NA19224	8.289	2
NA18853	NA19225	8.12	2
NA18853	NA19236	3.664	1
NA18853	NA19237	4.553	1
NA18853	NA19238	7.212	2
NA18853	NA19240	5.702	2
NA18853	NA19249	4.042	1
NA18853	NA19256	3.174	1
NA18853	NA19257	5.027	2
NA18854	NA18859	5.463	1
NA18854	NA18861	5.414	2
NA18854	NA18873	3.541	1
NA18854	NA18912	9.98	2
NA18854	NA19092	2.716	1
NA18854	NA19148	9.753	2
NA18854	NA19186	3.938	1
NA18854	NA19198	2.616	1
NA18854	NA19201	4.528	1
NA18854	NA19206	6.583	1
NA18854	NA19225	3.938	1
NA18854	NA19237	2.647	1
NA18854	NA19249	9.816	2
NA18854	NA19256	8.073	2
NA18855	NA18486	4.379	1
NA18855	NA18506	4.44	1
NA18855	NA18518	6.523	2
NA18855	NA18917	7.543	2
NA18855	NA19131	2.971	1
NA18855	NA19132	2.971	1
NA18855	NA19148	4.458	1
NA18855	NA19200	2.043	1
NA18855	NA19202	2.045	1
NA18855	NA19213	6.483	1
NA18855	NA19249	6.491	1
NA18856	NA18499	4.182	1
NA18856	NA18502	3.565	1
NA18856	NA18505	3.24	1
NA18856	NA18506	3.034	1
NA18856	NA18518	3.034	1
NA18856	NA18520	3.522	1
NA18856	NA18521	9.969	3
NA18856	NA18854	5.398	1
NA18856	NA18862	2.355	1
NA18856	NA18879	3.985	1
NA18856	NA18909	2.198	1
NA18856	NA18912	3.191	1
NA18856	NA18923	3.036	1
NA18856	NA18925	3.034	1
NA18856	NA19094	3.034	1
NA18856	NA19095	5.588	2
NA18856	NA19096	2.674	1
NA18856	NA19097	5.743	2
NA18856	NA19101	5.038	1
NA18856	NA19103	5.041	1
NA18856	NA19107	3.118	1
NA18856	NA19109	3.228	1
NA18856	NA19114	3.034	1
NA18856	NA19115	3.034	1
NA18856	NA19119	2.493	1
NA18856	NA19121	5.534	2
NA18856	NA19123	2.494	1
NA18856	NA19129	3.034	1
NA18856	NA19130	4.432	1
NA18856	NA19131	4.471	1
NA18856	NA19132	4.472	1
NA18856	NA19138	3.034	1
NA18856	NA19142	3.034	1
NA18856	NA19144	4.669	2
NA18856	NA19145	6.549	2
NA18856	NA19149	2.494	1
NA18856	NA19151	2.494	1
NA18856	NA19152	3.034	1
NA18856	NA19154	4.469	1
NA18856	NA19159	2.515	1
NA18856	NA19161	3.034	1
NA18856	NA19171	4.711	2
NA18856	NA19175	2.087	1
NA18856	NA19176	3.246	1
NA18856	NA19186	5.403	2
NA18856	NA19197	5.041	1
NA18856	NA19199	5.041	1
NA18856	NA19200	3.24	1
NA18856	NA19201	3.193	1
NA18856	NA19202	3.24	1
NA18856	NA19206	9.073	2
NA18856	NA19208	9.073	2
NA18856	NA19209	3.193	1
NA18856	NA19221	3.193	1
NA18856	NA19223	4.331	1
NA18856	NA19248	2.217	1
NA18856	NA19249	7.238	2
NA18856	NA19256	6.434	2
NA18856	NA19257	4.032	1
NA18856	NA19258	8.281	2
NA18857	NA18485	11.097	3
NA18857	NA18486	4.025	1
NA18857	NA18487	8.493	2
NA18857	NA18498	2.602	1
NA18857	NA18500	4.561	1
NA18857	NA18502	3.565	1
NA18857	NA18505	3.24	1
NA18857	NA18506	4.026	1
NA18857	NA18515	6.627	2
NA18857	NA18517	2.602	1
NA18857	NA18518	2.038	1
NA18857	NA18519	2.038	1
NA18857	NA18520	8.404	2
NA18857	NA18521	4.025	1
NA18857	NA18855	520.288	157
NA18857	NA18856	480.431	132
NA18857	NA18860	4.026	1
NA18857	NA18863	4.026	1
NA18857	NA18865	4.027	1
NA18857	NA18867	4.025	1
NA18857	NA18868	4.025	1
NA18857	NA18869	6.627	2
NA18857	NA18871	2.542	1
NA18857	NA18872	6.567	2
NA18857	NA18874	4.025	1
NA18857	NA18875	6.561	2
NA18857	NA18877	4.025	1
NA18857	NA18879	8.026	2
NA18857	NA18906	4.025	1
NA18857	NA18908	3.12	1
NA18857	NA18909	2.198	1
NA18857	NA18911	4.025	1
NA18857	NA18912	4.027	1
NA18857	NA18914	4.025	1
NA18857	NA18915	2.602	1
NA18857	NA18917	4.025	1
NA18857	NA18923	4.163	1
NA18857	NA18924	4.025	1
NA18857	NA18925	4.025	1
NA18857	NA18930	4.025	1
NA18857	NA18933	2.464	1
NA18857	NA18935	2.475	1
NA18857	NA19095	6.518	2
NA18857	NA19097	6.54	2
NA18857	NA19100	4.025	1
NA18857	NA19101	2.427	1
NA18857	NA19103	4.025	1
NA18857	NA19108	4.027	1
NA18857	NA19109	6.474	2
NA18857	NA19113	4.025	1
NA18857	NA19115	4.025	1
NA18857	NA19117	4.025	1
NA18857	NA19118	2.602	1
NA18857	NA19119	13.888	5
NA18857	NA19122	2.602	1
NA18857	NA19123	2.602	1
NA18857	NA19127	4.025	1
NA18857	NA19137	4.027	1
NA18857	NA19139	4.027	1
NA18857	NA19141	4.025	1
NA18857	NA19142	4.025	1
NA18857	NA19143	4.025	1
NA18857	NA19144	4.025	1
NA18857	NA19145	4.028	1
NA18857	NA19146	4.025	1
NA18857	NA19148	4.025	1
NA18857	NA19151	6.627	2
NA18857	NA19152	4.026	1
NA18857	NA19153	4.026	1
NA18857	NA19154	4.025	1
NA18857	NA19159	2.515	1
NA18857	NA19161	8.499	2
NA18857	NA19171	4.025	1
NA18857	NA19174	4.025	1
NA18857	NA19175	2.602	1
NA18857	NA19176	3.168	1
NA18857	NA19184	8.07	2
NA18857	NA19186	4.025	1
NA18857	NA19189	9.169	3
NA18857	NA19191	4.025	1
NA18857	NA19200	3.24	1
NA18857	NA19201	4.025	1
NA18857	NA19202	7.883	3
NA18857	NA19204	4.025	1
NA18857	NA19205	4.025	1
NA18857	NA19206	6.653	2
NA18857	NA19208	8.07	2
NA18857	NA19209	6.627	2
NA18857	NA19210	4.025	1
NA18857	NA19211	4.026	1
NA18857	NA19213	4.027	1
NA18857	NA19214	4.025	1
NA18857	NA19215	4.025	1
NA18857	NA19221	4.027	1
NA18857	NA19224	3.156	1
NA18857	NA19237	6.629	2
NA18857	NA19247	3.057	1
NA18857	NA19248	4.027	1
NA18857	NA19249	7.084	2
NA18857	NA19256	7.265	2
NA18857	NA19257	4.163	1
NA18857	NA19258	7.265	2
NA18858	NA18486	9.921	3
NA18858	NA18501	3.118	1
NA18858	NA18502	2.476	1
NA18858	NA18507	2.082	1
NA18858	NA18520	4.473	1
NA18858	NA18859	3.62	1
NA18858	NA18860	471.29	126
NA18858	NA18862	4.466	1
NA18858	NA18865	2.334	1
NA18858	NA18878	4.468	1
NA18858	NA18879	4.468	1
NA18858	NA18906	2.082	1
NA18858	NA18916	13.037	3
NA18858	NA18923	3.458	1
NA18858	NA18925	3.458	1
NA18858	NA18930	6.498	1
NA18858	NA19093	8.91	2
NA18858	NA19097	4.026	1
NA18858	NA19098	3.344	1
NA18858	NA19100	3.344	1
NA18858	NA19101	6.499	1
NA18858	NA19113	3.445	1
NA18858	NA19117	2.082	1
NA18858	NA19131	4.027	1
NA18858	NA19143	5.697	1
NA18858	NA19144	3.467	1
NA18858	NA19147	3.467	1
NA18858	NA19148	3.597	1
NA18858	NA19154	5.689	1
NA18858	NA19174	2.082	1
NA18858	NA19197	5.69	1
NA18858	NA19200	3.544	1
NA18858	NA19202	2.363	1
NA18858	NA19213	3.079	1
NA18858	NA19249	4.466	1
NA18859	NA18873	4.026	1
