sample_ID1	sample_ID2	Total_cM	Segment_Count
NA19160	NA19199	6.359	2
NA19160	NA19200	2.194	1
NA19160	NA19201	7.796	1
NA19160	NA19202	8.144	2
NA19160	NA19203	8.413	2
NA19160	NA19204	5.564	1
NA19160	NA19205	12.295	1
NA19160	NA19206	9.638	2
NA19160	NA19207	17.871	2
NA19160	NA19208	9.833	3
NA19160	NA19209	3.059	1
NA19160	NA19211	5.115	2
NA19160	NA19214	2.114	1
NA19160	NA19221	6.55	2
NA19160	NA19223	9.331	1
NA19160	NA19224	9.055	2
NA19160	NA19225	8.935	2
NA19160	NA19235	7.746	1
NA19160	NA19236	7.777	2
NA19160	NA19237	13.761	2
NA19160	NA19238	10.855	2
NA19160	NA19240	6.492	1
NA19160	NA19247	4.025	1
NA19160	NA19248	11.28	3
NA19160	NA19249	13.064	3
NA19160	NA19256	3.174	1
NA19160	NA19257	4.379	1
NA19160	NA19258	7.395	1
NA19161	NA18486	4.025	1
NA19161	NA18498	3.774	1
NA19161	NA18501	10.108	2
NA19161	NA18506	15.1	2
NA19161	NA18518	7.734	1
NA19161	NA18520	4.025	1
NA19161	NA18854	8.984	2
NA19161	NA18855	4.432	1
NA19161	NA18859	4.026	1
NA19161	NA18861	8.415	2
NA19161	NA18873	6.382	2
NA19161	NA18878	7.66	1
NA19161	NA18917	9.002	2
NA19161	NA18924	10.64	3
NA19161	NA19096	5.172	1
NA19161	NA19097	11.823	2
NA19161	NA19100	11.424	2
NA19161	NA19109	11.688	2
NA19161	NA19116	2.365	1
NA19161	NA19117	16.091	3
NA19161	NA19123	13.386	2
NA19161	NA19128	7.662	1
NA19161	NA19129	8.547	1
NA19161	NA19130	4.975	1
NA19161	NA19132	5.547	1
NA19161	NA19137	9.085	2
NA19161	NA19143	12.848	3
NA19161	NA19144	12.314	3
NA19161	NA19148	8.444	2
NA19161	NA19149	8.387	2
NA19161	NA19150	9.395	2
NA19161	NA19151	11.767	2
NA19161	NA19173	9.328	1
NA19161	NA19174	11.696	2
NA19161	NA19175	15.915	3
NA19161	NA19185	3.017	1
NA19161	NA19186	11.772	2
NA19161	NA19197	10.433	3
NA19161	NA19198	4.057	1
NA19161	NA19199	10.416	3
NA19161	NA19200	2.194	1
NA19161	NA19201	4.497	1
NA19161	NA19202	8.144	2
NA19161	NA19205	14.065	3
NA19161	NA19206	9.638	2
NA19161	NA19207	30.737	5
NA19161	NA19213	7.642	2
NA19161	NA19214	6.14	2
NA19161	NA19221	10.578	3
NA19161	NA19224	6.377	1
NA19161	NA19225	5.037	1
NA19161	NA19236	3.664	1
NA19161	NA19237	13.356	2
NA19161	NA19238	9.063	2
NA19161	NA19240	13.355	2
NA19161	NA19248	15.305	4
NA19161	NA19249	10.572	2
NA19161	NA19256	7.2	2
NA19161	NA19257	3.081	1
NA19171	NA18485	4.027	1
NA19171	NA18486	4.025	1
NA19171	NA18487	4.026	1
NA19171	NA18497	5.689	1
NA19171	NA18499	5.689	1
NA19171	NA18506	4.025	1
NA19171	NA18507	5.689	1
NA19171	NA18517	4.026	1
NA19171	NA18519	2.053	1
NA19171	NA18520	4.025	1
NA19171	NA18521	15.837	4
NA19171	NA18859	6.569	2
NA19171	NA18860	2.524	1
NA19171	NA18865	4.025	1
NA19171	NA18867	4.026	1
NA19171	NA18872	4.027	1
NA19171	NA18873	4.026	1
NA19171	NA18874	12.776	3
NA19171	NA18877	4.026	1
NA19171	NA18878	5.689	1
NA19171	NA18879	4.027	1
NA19171	NA18881	3.05	1
NA19171	NA18911	14.211	3
NA19171	NA18916	4.026	1
NA19171	NA18917	4.025	1
NA19171	NA18924	4.026	1
NA19171	NA18925	4.028	1
NA19171	NA19093	2.483	1
NA19171	NA19096	2.217	1
NA19171	NA19097	6.245	2
NA19171	NA19098	5.692	1
NA19171	NA19100	9.715	2
NA19171	NA19101	2.485	1
NA19171	NA19109	6.245	2
NA19171	NA19113	7.076	2
NA19171	NA19117	4.027	1
NA19171	NA19120	4.027	1
NA19171	NA19123	3.131	1
NA19171	NA19137	4.025	1
NA19171	NA19142	7.592	2
NA19171	NA19143	4.025	1
NA19171	NA19144	6.581	2
NA19171	NA19148	6.233	2
NA19171	NA19149	2.557	1
NA19171	NA19150	3.474	1
NA19171	NA19151	10.058	3
NA19171	NA19154	4.027	1
NA19171	NA19161	4.028	1
NA19171	NA19173	510.932	147
NA19171	NA19174	4.027	1
NA19171	NA19175	6.624	2
NA19171	NA19185	6.527	1
NA19171	NA19186	6.064	2
NA19171	NA19213	4.025	1
NA19171	NA19214	4.027	1
NA19171	NA19221	6.436	2
NA19171	NA19237	4.028	1
NA19171	NA19238	2.03	1
NA19171	NA19248	8.068	2
NA19171	NA19249	8.068	2
NA19171	NA19256	4.026	1
NA19172	NA18485	4.222	1
NA19172	NA18486	3.279	1
NA19172	NA18487	3.154	1
NA19172	NA18497	14.499	3
NA19172	NA18498	4.179	1
NA19172	NA18499	5.692	1
NA19172	NA18500	4.314	1
NA19172	NA18506	6.491	1
NA19172	NA18507	6.521	1
NA19172	NA18517	10.811	2
NA19172	NA18518	4.025	1
NA19172	NA18520	2.626	1
NA19172	NA18521	12.312	3
NA19172	NA18853	7.388	1
NA19172	NA18854	4.637	1
NA19172	NA18861	7.019	2
NA19172	NA18873	5.692	2
NA19172	NA18874	10.628	2
NA19172	NA18878	12.285	3
NA19172	NA18881	4.236	1
NA19172	NA18906	8.339	2
NA19172	NA18911	5.692	1
NA19172	NA18916	8.537	2
NA19172	NA18923	7.711	2
NA19172	NA18935	2.626	1
NA19172	NA19092	2.873	1
NA19172	NA19094	2.874	1
NA19172	NA19095	11.823	3
NA19172	NA19097	8.748	2
NA19172	NA19098	5.689	1
NA19172	NA19100	10.819	2
NA19172	NA19101	4.432	1
NA19172	NA19103	4.025	1
NA19172	NA19107	6.51	1
NA19172	NA19108	5.686	1
NA19172	NA19113	4.116	1
NA19172	NA19114	3.034	1
NA19172	NA19115	14.122	3
NA19172	NA19116	7.709	2
NA19172	NA19118	4.314	1
NA19172	NA19120	6.723	2
NA19172	NA19121	4.015	1
NA19172	NA19122	4.433	1
NA19172	NA19123	9.891	2
NA19172	NA19127	6.479	2
NA19172	NA19129	4.025	1
NA19172	NA19130	4.723	2
NA19172	NA19131	4.026	1
NA19172	NA19132	2.165	1
NA19172	NA19140	7.168	2
NA19172	NA19142	8.405	2
NA19172	NA19144	3.279	1
NA19172	NA19148	8.402	2
NA19172	NA19150	2.974	1
NA19172	NA19151	7.288	2
NA19172	NA19152	5.696	1
NA19172	NA19171	8.746	2
NA19172	NA19173	548.182	165
NA19172	NA19175	4.314	1
NA19172	NA19176	6.494	1
NA19172	NA19184	2.19	1
NA19172	NA19185	2.126	1
NA19172	NA19186	2.126	1
NA19172	NA19189	2.165	1
NA19172	NA19190	5.699	1
NA19172	NA19191	8.667	2
NA19172	NA19201	4.432	1
NA19172	NA19202	7.603	2
NA19172	NA19206	4.432	1
NA19172	NA19208	4.025	1
NA19172	NA19209	3.034	1
NA19172	NA19210	6.498	1
NA19172	NA19213	4.434	1
NA19172	NA19214	4.314	1
NA19172	NA19215	10.017	2
NA19172	NA19224	6.355	2
NA19172	NA19235	6.821	2
NA19172	NA19237	4.314	1
NA19172	NA19256	6.497	1
NA19172	NA19257	4.432	1
NA19172	NA19258	4.432	1
NA19173	NA18486	8.585	1
NA19173	NA18498	11.525	2
NA19173	NA18501	3.827	1
NA19173	NA18506	4.018	1
NA19173	NA18518	11.687	2
NA19173	NA18520	2.626	1
NA19173	NA18859	2.521	1
NA19173	NA18861	5.546	1
NA19173	NA18873	5.51	2
NA19173	NA18878	11.313	2
NA19173	NA18917	6.537	1
NA19173	NA18924	2.356	1
NA19173	NA19092	2.686	1
NA19173	NA19096	5.033	1
NA19173	NA19097	7.737	1
NA19173	NA19100	7.396	1
NA19173	NA19109	7.66	1
NA19173	NA19116	5.641	2
NA19173	NA19117	5.556	1
NA19173	NA19123	15.106	2
NA19173	NA19128	4.975	1
NA19173	NA19129	6.963	1
NA19173	NA19130	7.14	2
NA19173	NA19131	2.623	1
NA19173	NA19132	8.7	2
NA19173	NA19137	5.06	1
NA19173	NA19143	4.363	1
NA19173	NA19144	9.951	2
NA19173	NA19148	2.206	1
NA19173	NA19149	4.361	1
NA19173	NA19150	5.831	2
NA19173	NA19151	11.134	2
NA19173	NA19174	7.67	1
NA19173	NA19175	9.328	1
NA19173	NA19185	3.017	1
NA19173	NA19186	11.749	2
NA19173	NA19199	3.059	1
NA19173	NA19201	9.328	1
NA19173	NA19202	8.143	2
NA19173	NA19205	7.661	1
NA19173	NA19206	7.657	1
NA19173	NA19207	6.545	1
NA19173	NA19213	3.617	1
NA19173	NA19214	5.039	1
NA19173	NA19221	3.072	1
NA19173	NA19224	8.762	2
NA19173	NA19225	7.74	1
NA19173	NA19226	3.032	1
NA19173	NA19236	3.664	1
NA19173	NA19237	11.076	1
NA19173	NA19238	5.037	1
NA19173	NA19240	9.327	1
NA19173	NA19248	2.364	1
NA19173	NA19249	4.983	1
NA19173	NA19256	3.174	1
NA19173	NA19257	3.081	1
NA19175	NA18486	6.711	2
NA19175	NA18498	6.574	1
NA19175	NA18506	12.326	2
NA19175	NA18518	7.731	1
NA19175	NA18520	4.025	1
NA19175	NA18854	4.269	1
NA19175	NA18861	4.36	1
NA19175	NA18873	11.637	3
NA19175	NA18917	13.145	3
NA19175	NA18924	6.381	2
NA19175	NA19092	2.686	1
NA19175	NA19097	13.775	3
NA19175	NA19100	11.422	2
NA19175	NA19117	6.39	2
NA19175	NA19129	3.589	1
NA19175	NA19131	2.623	1
NA19175	NA19143	8.387	2
NA19175	NA19148	4.025	1
NA19175	NA19150	2.357	1
NA19175	NA19174	8.395	2
NA19175	NA19186	16.349	4
NA19175	NA19198	2.515	1
NA19175	NA19199	7.657	1
NA19175	NA19201	10.186	2
NA19175	NA19202	10.94	1
NA19175	NA19206	10.936	1
NA19175	NA19207	13.683	2
NA19175	NA19213	4.025	1
NA19175	NA19214	4.331	1
NA19175	NA19221	11.873	2
NA19175	NA19226	3.032	1
NA19175	NA19237	13.355	2
NA19175	NA19249	14.275	4
NA19175	NA19256	13.946	2
NA19176	NA18485	13.467	3
NA19176	NA18486	2.07	1
NA19176	NA18487	6.729	2
NA19176	NA18497	5.062	1
NA19176	NA18499	8.862	2
NA19176	NA18500	10.899	3
NA19176	NA18501	3.127	1
NA19176	NA18502	5.164	2
NA19176	NA18505	7.432	2
NA19176	NA18506	10.914	3
NA19176	NA18507	12.965	3
NA19176	NA18517	9.085	2
NA19176	NA18518	8.513	2
NA19176	NA18520	4.47	1
NA19176	NA18521	9.094	2
NA19176	NA18853	3.787	1
NA19176	NA18855	4.485	1
NA19176	NA18858	7.672	2
NA19176	NA18860	4.467	1
NA19176	NA18861	5.994	2
NA19176	NA18862	6.505	2
NA19176	NA18867	9.611	3
NA19176	NA18872	10.397	3
NA19176	NA18874	6.501	1
NA19176	NA18878	7.098	2
NA19176	NA18879	7.193	2
NA19176	NA18881	8.794	2
NA19176	NA18906	5.06	1
NA19176	NA18909	6.752	2
NA19176	NA18911	8.825	2
NA19176	NA18913	6.476	2
NA19176	NA18916	14.134	3
NA19176	NA18917	4.977	1
NA19176	NA18923	2.173	1
NA19176	NA18924	2.017	1
NA19176	NA18925	4.468	1
NA19176	NA18930	2.059	1
NA19176	NA18935	11.572	3
NA19176	NA19093	2.067	1
NA19176	NA19096	9.538	2
NA19176	NA19097	14.783	3
NA19176	NA19098	4.363	1
NA19176	NA19100	11.561	2
NA19176	NA19101	3.873	1
NA19176	NA19109	15.201	3
NA19176	NA19113	9.55	2
NA19176	NA19116	2.097	1
NA19176	NA19117	2.48	1
NA19176	NA19118	3.873	1
NA19176	NA19120	16.85	4
NA19176	NA19123	6.69	2
NA19176	NA19128	4.975	1
NA19176	NA19129	8.128	1
NA19176	NA19130	4.975	1
NA19176	NA19132	10.749	2
NA19176	NA19142	9.517	2
NA19176	NA19143	4.363	1
NA19176	NA19144	9.569	2
NA19176	NA19147	6.671	2
NA19176	NA19148	10.548	3
NA19176	NA19149	6.066	2
NA19176	NA19150	4.567	1
NA19176	NA19154	4.025	1
NA19176	NA19159	4.868	2
NA19176	NA19161	13.979	4
NA19176	NA19173	5.069	1
NA19176	NA19174	5.069	1
NA19176	NA19175	3.174	1
NA19176	NA19186	5.069	1
NA19176	NA19197	2.038	1
NA19176	NA19198	3.031	1
NA19176	NA19199	3.031	1
NA19176	NA19200	2.376	1
NA19176	NA19201	4.382	1
NA19176	NA19202	2.376	1
NA19176	NA19205	2.973	1
NA19176	NA19206	3.168	1
NA19176	NA19207	7.373	2
NA19176	NA19213	3.13	1
NA19176	NA19221	2.038	1
NA19176	NA19224	9.562	2
NA19176	NA19225	10.726	2
NA19176	NA19236	3.496	1
NA19176	NA19237	9.094	2
NA19176	NA19238	7.488	2
NA19176	NA19240	9.605	3
NA19176	NA19249	10.447	3
NA19176	NA19256	5.965	2
NA19176	NA19257	3.168	1
NA19177	NA18485	12.879	3
NA19177	NA18486	4.025	1
NA19177	NA18487	11.104	3
NA19177	NA18497	4.357	1
NA19177	NA18499	13.079	2
NA19177	NA18500	14.36	4
NA19177	NA18502	6.459	2
NA19177	NA18505	5.689	2
NA19177	NA18506	7.367	2
NA19177	NA18517	4.357	1
NA19177	NA18518	8.926	2
NA19177	NA18520	8.537	2
NA19177	NA18521	8.382	2
NA19177	NA18853	3.94	1
NA19177	NA18858	4.466	1
NA19177	NA18860	4.485	1
NA19177	NA18861	8.405	2
NA19177	NA18862	7.549	2
NA19177	NA18865	4.025	1
NA19177	NA18867	4.025	1
NA19177	NA18872	10.129	3
NA19177	NA18873	2.583	1
NA19177	NA18874	7.086	2
NA19177	NA18877	4.025	1
NA19177	NA18879	8.383	2
NA19177	NA18881	10.106	2
NA19177	NA18906	4.357	1
NA19177	NA18909	9.046	2
NA19177	NA18911	13.932	3
NA19177	NA18916	8.077	2
NA19177	NA18917	13.139	3
NA19177	NA18923	4.025	1
NA19177	NA18924	4.025	1
NA19177	NA18925	4.028	1
NA19177	NA18930	4.357	1
NA19177	NA18935	4.357	1
NA19177	NA19093	2.083	1
NA19177	NA19094	2.368	1
NA19177	NA19095	4.357	1
NA19177	NA19096	10.045	2
NA19177	NA19097	14.083	3
NA19177	NA19098	4.357	1
NA19177	NA19099	3.077	1
NA19177	NA19100	8.383	2
NA19177	NA19101	4.356	1
NA19177	NA19102	2.025	1
NA19177	NA19103	7.084	2
NA19177	NA19107	4.357	1
NA19177	NA19108	21.069	5
NA19177	NA19109	18.537	4
NA19177	NA19113	4.357	1
NA19177	NA19114	13.526	3
NA19177	NA19115	16.376	4
NA19177	NA19117	4.025	1
NA19177	NA19119	2.47	1
NA19177	NA19120	10.854	3
NA19177	NA19121	11.679	3
NA19177	NA19122	2.514	1
NA19177	NA19123	8.405	2
NA19177	NA19127	4.025	1
NA19177	NA19128	4.357	1
NA19177	NA19129	3.589	1
NA19177	NA19130	4.357	1
NA19177	NA19132	4.357	1
NA19177	NA19137	6.461	2
NA19177	NA19138	7.175	2
NA19177	NA19142	12.841	3
NA19177	NA19143	8.382	2
NA19177	NA19144	7.199	2
NA19177	NA19145	7.102	2
NA19177	NA19147	4.569	1
NA19177	NA19148	4.025	1
NA19177	NA19149	7.322	2
NA19177	NA19151	6.54	2
NA19177	NA19152	12.633	3
NA19177	NA19154	12.513	3
NA19177	NA19159	9.595	3
NA19177	NA19161	14.957	4
NA19177	NA19171	4.027	1
NA19177	NA19173	4.357	1
NA19177	NA19174	8.382	2
NA19177	NA19175	631.6	159
NA19177	NA19176	606.163	171
NA19177	NA19184	7.2	2
NA19177	NA19185	3.012	1
NA19177	NA19186	8.384	2
NA19177	NA19189	4.025	1
NA19177	NA19190	9.353	2
NA19177	NA19191	7.087	2
NA19177	NA19197	3.064	1
NA19177	NA19198	8.287	2
NA19177	NA19199	7.32	2
NA19177	NA19201	9.046	2
NA19177	NA19202	3.059	1
NA19177	NA19203	4.357	1
NA19177	NA19204	4.204	1
NA19177	NA19205	8.561	2
NA19177	NA19206	3.059	1
NA19177	NA19207	8.404	2
NA19177	NA19208	11.132	3
NA19177	NA19209	10.049	3
NA19177	NA19211	7.087	2
NA19177	NA19213	4.025	1
NA19177	NA19215	8.592	2
NA19177	NA19221	7.084	2
NA19177	NA19222	10.143	2
NA19177	NA19224	13.059	3
NA19177	NA19225	9.715	2
NA19177	NA19235	6.538	2
NA19177	NA19236	6.451	2
NA19177	NA19237	8.385	2
NA19177	NA19238	8.382	2
NA19177	NA19248	4.028	1
NA19177	NA19249	11.887	3
NA19177	NA19256	7.199	2
NA19177	NA19257	3.077	1
NA19177	NA19258	8.382	2
NA19184	NA18485	8.71	2
NA19184	NA18486	4.025	1
NA19184	NA18487	4.027	1
NA19184	NA18497	4.685	1
NA19184	NA18499	3.174	1
NA19184	NA18500	3.496	1
NA19184	NA18502	3.62	1
NA19184	NA18505	6.745	2
NA19184	NA18506	7.521	2
NA19184	NA18517	7.522	2
NA19184	NA18518	6.208	1
NA19184	NA18520	4.025	1
NA19184	NA18521	15.107	2
NA19184	NA18853	3.496	1
NA19184	NA18854	5.698	1
NA19184	NA18856	4.032	1
NA19184	NA18859	4.026	1
NA19184	NA18861	3.176	1
NA19184	NA18865	7.081	2
NA19184	NA18867	6.778	2
NA19184	NA18872	7.523	2
NA19184	NA18873	7.06	2
NA19184	NA18874	4.026	1
NA19184	NA18877	4.026	1
NA19184	NA18878	3.496	1
NA19184	NA18879	8.198	2
NA19184	NA18881	2.752	1
NA19184	NA18906	4.683	1
NA19184	NA18909	6.881	2
NA19184	NA18911	8.389	2
NA19184	NA18912	4.455	1
NA19184	NA18913	4.025	1
NA19184	NA18916	7.2	2
NA19184	NA18917	8.711	2
NA19184	NA18923	3.052	1
NA19184	NA18924	4.026	1
NA19184	NA18925	4.028	1
NA19184	NA18930	4.364	1
NA19184	NA18935	6.543	1
NA19184	NA19092	6.22	2
NA19184	NA19095	13.47	4
NA19184	NA19096	5.67	2
NA19184	NA19097	11.08	3
NA19184	NA19098	4.363	1
NA19184	NA19100	8.711	2
NA19184	NA19101	4.701	1
NA19184	NA19103	4.025	1
NA19184	NA19107	9.893	3
NA19184	NA19108	7.522	2
NA19184	NA19109	9.894	3
NA19184	NA19113	8.719	2
NA19184	NA19114	7.413	1
NA19184	NA19115	11.441	2
NA19184	NA19117	4.027	1
NA19184	NA19118	3.496	1
NA19184	NA19120	8.721	2
NA19184	NA19121	6.208	1
NA19184	NA19122	4.026	1
NA19184	NA19123	8.192	2
NA19184	NA19127	4.025	1
NA19184	NA19128	4.683	1
NA19184	NA19129	6.208	1
NA19184	NA19130	4.683	1
NA19184	NA19132	4.683	1
NA19184	NA19137	4.025	1
NA19184	NA19138	11.872	2
NA19184	NA19142	11.421	2
NA19184	NA19143	8.388	2
NA19184	NA19144	10.803	3
NA19184	NA19145	4.025	1
NA19184	NA19147	4.025	1
NA19184	NA19148	4.027	1
NA19184	NA19151	4.028	1
NA19184	NA19152	10.235	2
NA19184	NA19154	4.027	1
NA19184	NA19161	11.433	2
NA19184	NA19171	6.065	2
NA19184	NA19173	4.83	1
NA19184	NA19174	8.72	2
NA19184	NA19175	11.803	4
NA19184	NA19176	7.86	2
NA19184	NA19186	535.3	143
NA19184	NA19189	4.027	1
NA19184	NA19190	7.522	2
NA19184	NA19191	4.028	1
NA19184	NA19200	8.956	2
NA19184	NA19201	4.37	1
NA19184	NA19202	8.956	2
NA19184	NA19203	9.714	2
NA19184	NA19204	4.026	1
NA19184	NA19206	4.068	1
NA19184	NA19207	4.692	1
NA19184	NA19208	8.093	2
NA19184	NA19209	4.025	1
NA19184	NA19210	4.025	1
NA19184	NA19211	4.028	1
NA19184	NA19213	6.778	2
NA19184	NA19214	4.026	1
NA19184	NA19215	6.779	2
NA19184	NA19221	4.025	1
NA19184	NA19224	3.496	1
NA19184	NA19225	3.495	1
NA19184	NA19226	4.433	1
NA19184	NA19235	4.693	1
NA19184	NA19236	3.496	1
NA19184	NA19237	8.849	2
NA19184	NA19238	3.496	1
NA19184	NA19240	6.778	2
NA19184	NA19247	5.818	2
NA19184	NA19248	6.063	2
NA19184	NA19249	10.588	3
NA19184	NA19256	10.449	3
NA19184	NA19257	4.056	1
NA19184	NA19258	11.958	3
NA19185	NA18498	4.043	1
NA19185	NA18506	7.241	2
NA19185	NA18854	3.938	1
NA19185	NA18859	3.543	1
NA19185	NA18861	3.015	1
NA19185	NA18873	7.039	2
NA19185	NA18917	3.017	1
NA19185	NA18924	2.355	1
NA19185	NA19097	3.152	1
NA19185	NA19100	6.621	2
NA19185	NA19117	4.375	1
NA19185	NA19132	3.033	1
NA19185	NA19137	3.151	1
NA19185	NA19143	8.935	2
NA19185	NA19148	10.185	2
NA19185	NA19149	10.002	3
NA19185	NA19150	2.357	1
NA19185	NA19151	3.001	1
NA19185	NA19174	3.017	1
NA19185	NA19175	3.017	1
NA19185	NA19186	579.311	149
NA19185	NA19199	3.013	1
NA19185	NA19200	2.01	1
NA19185	NA19201	3.017	1
NA19185	NA19202	3.017	1
NA19185	NA19205	3.029	1
NA19185	NA19206	3.013	1
NA19185	NA19207	12.222	3
NA19185	NA19214	3.541	1
NA19185	NA19221	7.078	2
NA19185	NA19224	8.74	2
NA19185	NA19225	4.118	1
NA19185	NA19226	3.541	1
NA19185	NA19237	3.017	1
NA19185	NA19238	3.016	1
NA19185	NA19249	2.355	1
NA19185	NA19257	3.034	1
NA19186	NA19143	13.797	3
NA19186	NA19148	4.025	1
NA19186	NA19150	4.895	2
NA19186	NA19174	11.695	2
NA19186	NA19201	4.37	1
NA19186	NA19206	6.435	2
NA19186	NA19213	7.642	2
NA19186	NA19225	13.308	3
NA19189	NA18485	8.868	3
NA19189	NA18486	15.062	4
NA19189	NA18487	4.026	1
NA19189	NA18497	7.894	2
NA19189	NA18498	6.801	2
NA19189	NA18499	2.978	1
NA19189	NA18506	10.159	3
NA19189	NA18507	7.769	2
NA19189	NA18517	8.662	2
NA19189	NA18519	2.071	1
NA19189	NA18520	6.197	2
NA19189	NA18521	4.027	1
NA19189	NA18854	6.672	2
NA19189	NA18860	2.54	1
NA19189	NA18862	6.577	1
NA19189	NA18865	4.025	1
NA19189	NA18867	6.671	2
NA19189	NA18872	8.767	2
NA19189	NA18874	12.61	3
NA19189	NA18877	4.025	1
NA19189	NA18878	6.445	2
NA19189	NA18879	4.027	1
NA19189	NA18906	2.08	1
NA19189	NA18909	4.618	2
NA19189	NA18911	6.097	2
NA19189	NA18913	4.026	1
NA19189	NA18916	4.025	1
NA19189	NA18917	4.025	1
NA19189	NA18924	4.025	1
NA19189	NA18925	7.304	2
NA19189	NA18935	4.957	2
NA19189	NA19092	2.686	1
NA19189	NA19093	3.498	1
NA19189	NA19094	2.191	1
NA19189	NA19095	10.28	2
NA19189	NA19096	2.495	1
NA19189	NA19097	9.499	3
NA19189	NA19099	2.059	1
NA19189	NA19100	6.084	2
NA19189	NA19101	6.395	2
NA19189	NA19103	7.797	2
NA19189	NA19107	4.026	1
NA19189	NA19108	4.025	1
NA19189	NA19109	4.027	1
NA19189	NA19113	10.186	2
NA19189	NA19114	5.901	2
NA19189	NA19115	9.083	3
NA19189	NA19116	9.93	3
NA19189	NA19117	15.401	4
NA19189	NA19118	3.053	1
NA19189	NA19119	2.676	1
NA19189	NA19120	13.672	4
NA19189	NA19121	7.738	1
NA19189	NA19122	8.663	2
NA19189	NA19123	12.542	1
NA19189	NA19127	13.725	3
NA19189	NA19128	3.594	1
NA19189	NA19129	3.594	1
NA19189	NA19130	3.585	1
NA19189	NA19131	5.116	2
NA19189	NA19132	6.078	2
NA19189	NA19137	4.025	1
NA19189	NA19142	7.003	2
NA19189	NA19143	4.027	1
NA19189	NA19144	20.362	5
NA19189	NA19145	6.028	2
NA19189	NA19148	4.028	1
NA19189	NA19149	4.026	1
NA19189	NA19150	3.111	1
NA19189	NA19151	7.081	2
NA19189	NA19152	4.025	1
NA19189	NA19154	4.028	1
NA19189	NA19161	7.8	2
NA19189	NA19171	4.025	1
NA19189	NA19173	8.42	2
NA19189	NA19174	13.969	3
NA19189	NA19175	8.661	2
NA19189	NA19176	4.025	1
NA19189	NA19186	6.215	2
NA19189	NA19191	510.625	146
NA19189	NA19197	4.026	1
NA19189	NA19200	2.194	1
NA19189	NA19202	4.636	1
NA19189	NA19203	4.026	1
NA19189	NA19204	4.026	1
NA19189	NA19205	2.978	1
NA19189	NA19206	7.491	3
NA19189	NA19208	4.025	1
NA19189	NA19209	7.078	2
NA19189	NA19211	9.992	2
NA19189	NA19213	6.372	2
NA19189	NA19214	4.025	1
NA19189	NA19215	6.74	2
NA19189	NA19221	6.319	2
NA19189	NA19223	2.291	1
NA19189	NA19235	7.796	1
NA19189	NA19236	8.98	2
NA19189	NA19237	18.6	3
NA19189	NA19238	4.026	1
NA19189	NA19239	3.542	1
NA19189	NA19240	6.641	2
NA19189	NA19248	8.293	2
NA19189	NA19249	8.291	2
NA19189	NA19256	11.242	3
NA19189	NA19257	4.427	2
NA19189	NA19258	6.105	2
NA19190	NA18485	8.664	2
NA19190	NA18486	6.251	2
NA19190	NA18487	6.685	2
NA19190	NA18497	15.918	3
NA19190	NA18499	13.548	3
NA19190	NA18500	9.905	2
NA19190	NA18501	4.388	1
NA19190	NA18505	3.787	1
NA19190	NA18506	7.593	2
NA19190	NA18507	8.146	2
NA19190	NA18517	11.341	2
NA19190	NA18518	9.139	2
NA19190	NA18519	3.427	1
NA19190	NA18520	4.586	1
NA19190	NA18521	14.271	3
NA19190	NA18853	4.638	1
NA19190	NA18855	3.52	1
NA19190	NA18859	4.026	1
NA19190	NA18861	3.941	1
NA19190	NA18862	5.108	2
NA19190	NA18867	9.314	3
NA19190	NA18872	12.748	3
NA19190	NA18873	7.984	2
NA19190	NA18874	5.699	1
NA19190	NA18877	7.459	2
NA19190	NA18878	11.93	3
NA19190	NA18879	7.965	2
NA19190	NA18881	5.11	1
NA19190	NA18906	6.114	1
NA19190	NA18909	7.314	1
NA19190	NA18911	12.616	2
NA19190	NA18913	2.038	1
NA19190	NA18916	7.616	2
NA19190	NA18917	6.113	1
NA19190	NA18923	3.52	1
NA19190	NA18924	4.026	1
NA19190	NA18925	4.026	1
NA19190	NA18930	5.125	1
NA19190	NA18935	4.553	1
NA19190	NA19096	9.134	2
NA19190	NA19097	10.697	2
NA19190	NA19098	10.188	2
NA19190	NA19099	2.659	1
NA19190	NA19100	11.809	2
NA19190	NA19101	4.553	1
NA19190	NA19102	2.07	1
NA19190	NA19107	14.363	3
NA19190	NA19109	8.579	2
NA19190	NA19113	8.579	2
NA19190	NA19114	4.553	1
NA19190	NA19116	8.584	2
NA19190	NA19117	9.125	3
NA19190	NA19118	3.787	1
NA19190	NA19120	16.464	3
NA19190	NA19121	3.788	1
NA19190	NA19123	10.518	1
NA19190	NA19128	4.638	1
NA19190	NA19129	4.202	1
NA19190	NA19130	4.638	1
NA19190	NA19132	12.607	2
NA19190	NA19137	4.287	1
NA19190	NA19138	6.566	2
NA19190	NA19142	8.579	2
NA19190	NA19143	3.941	1
NA19190	NA19144	15.868	3
NA19190	NA19145	2.659	1
NA19190	NA19147	2.449	1
NA19190	NA19148	15.313	4
NA19190	NA19149	10.444	3
NA19190	NA19151	4.025	1
NA19190	NA19152	14.272	3
NA19190	NA19154	7.846	2
NA19190	NA19161	9.135	2
NA19190	NA19171	9.719	2
NA19190	NA19173	6.114	1
NA19190	NA19174	8.287	2
NA19190	NA19175	9.553	2
NA19190	NA19176	5.858	2
NA19190	NA19185	3.152	1
NA19190	NA19186	4.553	1
NA19190	NA19197	2.451	1
NA19190	NA19201	6.626	2
NA19190	NA19203	6.393	2
