"Unrelated","Related"
0.0104007915313139,547.403469167439
0.0148622193838714,652.739133905348
0.218100099915228,198.35866471158
1.9488516940764e-05,296.307583138778
0.0062148073031335,14418.6440311022
0.000287315344537621,23502.4294292062
0.000692481774982861,8409.22136784736
0.119600006423579,1018.0038602042
2.78993619362199e-05,51.9107942452354
0.00396124493305492,51482.3084553991
0.254452414305116,419.303288228571
1.36000840507269e-05,3.69204598611559
0.00913472194239827,13.8054602859041
7.78250291951338e-05,5736.27625051549
0.109992592428054,1050.15655170428
1.10827896793668e-05,48.8898835762183
0.228320881857767,178.808254947562
0.000148521923579331,46.3639769606368
8.11312143071924e-05,41118.8663748909
0.00012244318105468,1091.47621621123
0.00748707479756532,2357.32301656193
0.00474019366910715,0.526401026269765
1.25084631579624,7112.57288349588
0.0139108601230838,1.65650630575749
0.492201799864984,12016.0032797848
0.000905826970142459,441.223729238315
0.00209026651798187,13500.7135219529
0.00311763197005704,4731.72976048154
0.0010468750219151,661.187346127366
0.0752049532881111,2.24038067933502
0.000350187074769303,13.3057837010861
1.27364920146736e-06,491791.565168788
0.0293567230935218,1416.17943195001
0.014019441955231,2038.76479833686
0.00264870880678378,25066.5616977417
0.00428784335717568,2903.26096218754
0.355374896133107,229588.552541276
0.00117138328655297,39.8691528032866
0.00332147019158679,127.090697793089
0.140078501464433,23.723154817596
2.56135391621641e-05,20.9327246732137
0.000297358357442583,7.4042285981927
0.00472539116761909,357385.916314497
0.000166896949773615,13.6608573105553
0.000331925240366051,21.3803459395026
0.000263639251239138,3291.52864418918
0.199888212927119,5.77531286545062
0.0667722689349552,1880.90389195192
0.000167240776806854,10171.7137020551
0.0476579631783875,29515.5868206685
193.906016504026,482024.781686363
0.00247994807833736,2244.70944903222
0.000210373524697551,1553.87922401171
0.000179424992130517,4993.21650065169
19.6980394833978,34.9580178811196
0.00486439483964107,13.8709097918121
0.0011638509821416,79.6183254210696
7.4225088317702e-06,1153.49389437795
2.57147573170471e-05,19276.7411521414
9.91044441693407e-05,7.05750207578215
0.0112267109107144,119.607645352023
8.57252608704434e-07,8800.78831143259
0.00303813283273762,12.6740783910727
0.000270916456824236,2757.43007520941
1.94381381747854e-05,10091.7639461975
0.691605704237944,159162.696302079
4.64143556904518e-05,13350.1999544244
1.06390140069436e-05,918.546236147565
0.0237903227325898,5900.00300585054
0.183447037648597,2888.88858036259
3.91982381465032e-06,105.875890828778
0.077767781852974,226.793310345221
0.0201473270389174,8132.73796218503
0.00582496708816464,27.9368415698001
0.000144339946679099,1313260.96420939
0.000851627547541956,199685.236063096
0.00553862217994024,2216.76754488561
2.76365239802592,971.333010825956
0.00573296323745773,329.192035381865
0.00149239154369095,1230.96318479475
0.000717084091080186,241.535525264259
0.0111611817610872,10.9632425589785
0.0659430414619174,11127.381670607
0.000320789183143427,16.4845946864141
2.75224835191187e-07,5454.98024089739
5.83595247651072e-05,315.708714171679
0.0658750890611845,243.663472341325
0.000224466251850193,696.410167170419
0.0411494682121354,11128.9337899608
0.104616018410972,7638.96811637503
0.000526443433815725,9366.40003150194
0.000638898849238185,345.897399506898
1.13954389138333e-05,3092.00066533953
0.0252736129404185,11.5320200117462
7.75067313001258,13120.6781959934
1.07393975678428e-05,1846.03872616287
6.53963762392697e-06,1396.42900648886
0.00199086307166575,2100.96851113324
0.0253003664425844,21621.5812620501
0.00725028687822367,12904.9734878192
0.000103938591798485,739.672509079763
0.00492075855199895,163.802633834404
8.93823564994629e-05,890717.757346608
3.37380434173659e-05,0.736125831620067
0.52567221300771,10165.4988954178
0.0343240180902282,94.1938368022164
0.000933429989655465,371252.219191261
0.000368697757508236,2660.314778703
0.000262922752151504,31127.6445707273
0.00103780807999397,968.074415512807
0.00578375169690901,225.813193671262
1.87188943609366e-05,25.6115440041046
0.000390546448584807,5.3081375145143
0.00138341716559274,316.76234659597
1.36226578779707e-05,699.250153505486
0.000527903810163085,9.30410538638345
0.0002985249171384,31.4408845599963
